Filename,True,Prediction
Dumpling noodle soup/S66AUO0KPLX54OLPMAROEFVD.jpg,Dumpling noodle soup,Udon
Dumpling noodle soup/VEVSA9NZ1KWIJMD66RRVEL67.jpg,Dumpling noodle soup,Hor Fun
Fish Ball Noodles/63UO9HNXL6APYIH8ZFLM09HB.jpg,Fish Ball Noodles,mee pok
Fish Ball Noodles/6QB8CB8KI0AD21RDD3P2XB0R.jpg,Fish Ball Noodles,mee pok
Fish Ball Noodles/7HGM2U0LXC33ANXO23WHJDUW.jpg,Fish Ball Noodles,Soto ayam
Fish Ball Noodles/CMRD80WPJRVG5H0VE3W0LSS5.jpg,Fish Ball Noodles,mee pok
Fish Ball Noodles/F56KIA37Z1QVKLRUPDDT7LXY.jpg,Fish Ball Noodles,Seafood Noodles Soup
Fish Ball Noodles/H5PDK15ZFNDJXNQ8OGI6P0UP.jpg,Fish Ball Noodles,bakso
Fish Ball Noodles/HBD0Q4J4PUROZ5555ZT0D9GZ.jpg,Fish Ball Noodles,mee pok
Fish Ball Noodles/KHTRAYLA6S2F4DH7B2SMK65L.jpg,Fish Ball Noodles,bakso
Fish Ball Noodles/NS9G7E60XUXB20V0EN7K9BSM.jpg,Fish Ball Noodles,"Miso ramen, with fishcake"
Fish Ball Noodles/P8OXFWZI14M70T0Q0UJPZ2Q5.jpg,Fish Ball Noodles,bak chor mee
Fish Ball Noodles/QP7LCB9T3K2YZBTGYKDWXSUF.jpg,Fish Ball Noodles,Dumpling noodle soup
Fish Ball Noodles/QXZLDUN0SU70EMDEAM58CU93.jpg,Fish Ball Noodles,mee pok
Fish and chips/BQ7GKCJ7P0DAN4HCEB5QZEX2.jpg,Fish and chips,Snacks and Chips
Fish and chips/DKVRKVHS1ZF99D8RMYKUYY6A.jpg,Fish and chips,yuseng
Fish and chips/PYYNQ00DNR2KIDMNFA0N0BN4.jpg,Fish and chips,french fries
Fried Noodles/21ZEQXY3L98TJ5NA6YIYDZZD.jpg,Fried Noodles,hokkien prawn mee
Fried Noodles/39GWFWHRG0SI4Z08492IEI9S.jpg,Fried Noodles,hokkien prawn mee
Fried Noodles/39TWRSMIPB9KQK6A4WTBPVGU.jpg,Fried Noodles,hokkien prawn mee
Fried Noodles/4M7SFNY3TFTTL0B1UO8N4T0W.jpg,Fried Noodles,"Mee siam, fried"
Fried Noodles/66YBUCY7U22457R2TW3QJZL0.jpg,Fried Noodles,Kway Teow
Fried Noodles/8VUO8JZBKZ3BO53Y3PXLBYKO.jpg,Fried Noodles,Udon
Fried Noodles/8YVJVLK9HYJEOXVRDTCR292H.jpg,Fried Noodles,Udon
Fried Noodles/AWVALK9V04MBCUBIZRN2OKQR.jpg,Fried Noodles,Hor Fun
Fried Noodles/CLDNTV4BCY24WG0SQQF8BKIZ.jpg,Fried Noodles,"Bee hoon, goreng"
Fried Noodles/DJHWODIN1H6XTI0T2TC6FGYK.jpg,Fried Noodles,Hor Fun
Fried Noodles/DWCQKLV4PX2YJ09AHI5PVHF6.jpg,Fried Noodles,Kway Teow
Fried Noodles/E048RKSFOA72QQ2RR96NPGK9.jpg,Fried Noodles,Udon
Fried Noodles/EX6721VGHE09X2NS7E17O6EF.jpg,Fried Noodles,bee hoon
Fried Noodles/FJBMG123ILUOMO2UJ5ZWEM11.jpg,Fried Noodles,bee hoon
Fried Noodles/GD4G8GSQOH0BZQW3IC97L4QS.jpg,Fried Noodles,Mee goreng
Fried Noodles/IC1FOXWHVBAYORQ2F9GLYR8O.jpg,Fried Noodles,hokkien prawn mee
Fried Noodles/LL1VS8JZFGEC3PO2VJO00BDU.jpg,Fried Noodles,sambal kangkong
Fried Noodles/M6ANTNJLV8Q0TL6CTXE27CBK.jpg,Fried Noodles,pasta - fettuccine
Fried Noodles/O6DY2TZE47WJ5GZU5ZI904TH.jpg,Fried Noodles,Kway Teow
Fried Noodles/QNR4Z3PBMXPUITLECURKKF82.jpg,Fried Noodles,Udon
Fried Noodles/RJJUZP84DC4FR7DBXUE32KD8.jpg,Fried Noodles,"Bee hoon, goreng"
Fried Noodles/SGG2C9EUP1DUNQ3GXR7CNJ1L.jpg,Fried Noodles,"Wanton mee, dry"
Fried Noodles/U3VCMVM2U7VRUK48HI84AUT4.jpg,Fried Noodles,hokkien prawn mee
Fried Noodles/VOCJDC0ZUIIXJBJXMFVXOK87.jpg,Fried Noodles,Udon
Fried Noodles/VVXEYJMS8YQ3HGG3P9W2DHDJ.jpg,Fried Noodles,Udon
Fried Noodles/W5SKPF8JRDRQU3EBQAMU2SKA.jpg,Fried Noodles,"Wanton mee, dry"
Fruit juice/0M9UAUT51JNHCA8CKNSLRFMP.jpg,Fruit juice,rock melon
Fruit juice/2MTS70TLRABQK1KEJSPXHKW2.jpg,Fruit juice,canned Fruit salad
Fruit juice/2XIDSMLWPICAZL5NEJ4PTZ8T.jpg,Fruit juice,Kopi Teh Milo
Fruit juice/51J65OF31F30W2E6NS8E9KSD.jpg,Fruit juice,pomegranate
Fruit juice/BRZPOI9J63RCQ0GCFR4MJ0WX.jpg,Fruit juice,durian
Fruit juice/C6JSOGILE0JPTGG0VQU2S69A.jpg,Fruit juice,singapore sling
Fruit juice/CUHY4BJYXVTAW3UE95EB1HYB.jpg,Fruit juice,pineapple
Fruit juice/E0FYO2EZ61QB0P16U2AFSP3N.jpg,Fruit juice,mixed grills
Fruit juice/GS1LAQPPXO5D34YIK30ZE53T.jpg,Fruit juice,strawberry
Fruit juice/IAHVW1AVP2CC16N4J45WKXLW.jpg,Fruit juice,orange
Fruit juice/MD4D0WNNODTWKWYU9X8KV7QX.jpg,Fruit juice,Pomelo
Fruit juice/N87IOZ1FENPNIDGCGSDY0QX9.jpg,Fruit juice,passion fruit
Fruit juice/PIOYIBT612YGB812U4SE9VEZ.jpg,Fruit juice,cheng tng
Fruit juice/PKVOAL9YNYUZY8QYVNI48YQQ.jpg,Fruit juice,mango pudding
Fruit juice/WS387RO6EOCMHWT9AEKHO4NP.jpg,Fruit juice,watermelon
Fruit juice/XE93Z89TGPL80VV95KPH9LMQ.jpg,Fruit juice,Alcoholic Beverage
Grape/1Z4A9P4M01DA62X6VN57HKGI.jpg,Grape,breakfast cereal
Grape/35NLF3C00J0GE7VHINMVIFT2.jpg,Grape,pasta - fettuccine
Grape/8R6GC39DUWWVSI68NX3LR77W.jpg,Grape,green leafy vegetables
Grapefruit/7YE2U64FVF58FW3VJHW8UE34.jpg,Grapefruit,Pomelo
Grapefruit/891YYLAD4QJ44TO744OJSILL.jpg,Grapefruit,Pomelo
Grapefruit/8HUHOWAYJGIUGVGUCSQSL7E7.jpg,Grapefruit,mango pudding
Grapefruit/A2KVBU3IK6CRW3L8ASUSKTRA.jpg,Grapefruit,orange
Grapefruit/LVJEJAR1WZXQ18OKWF7E0P3V.jpg,Grapefruit,Pomelo
Grapefruit/M50HX0J4EK1GSKJXY223OIMX.jpg,Grapefruit,orange
Grapefruit/OUWJUTANYKALKKGW8JK95YZX.jpg,Grapefruit,Pomelo
Grapefruit/SUVW1W6YSES7QSLBXXDMN9Z4.jpg,Grapefruit,orange
Grapefruit/YELUDQZH85ER744B5WI0ZJK9.jpg,Grapefruit,Fruit juice
Hor Fun/0GJBIJ1X2G2QJ2J4SCG245LN.jpg,Hor Fun,Mee goreng
Hor Fun/2052VBJ9YZRNU6I987A87J60.jpg,Hor Fun,Lor mee
Hor Fun/2NLWF3X3UUFRZLR99VQ4BJ8U.jpg,Hor Fun,goreng pisang
Hor Fun/3NOHQKDTU27XKU2ZF0A5BDFZ.jpg,Hor Fun,satay bee hoon
Hor Fun/EGCCT9J7CCSME6AAY6DGE5R0.jpg,Hor Fun,hokkien prawn mee
Hor Fun/IQJT9ZIKJIMAHOHNGR29HCDM.jpg,Hor Fun,Prawn Noodle
Hor Fun/K3P458JOZP237OMWAE1917V8.jpg,Hor Fun,oyster omelette
Hor Fun/LP63EZTR2TCVF3916BOA2IG2.jpg,Hor Fun,Porridge
Hor Fun/NQ2NYH1AQM0KIAYTSW92PGFC.jpg,Hor Fun,Prawn Noodle
Hor Fun/P7Q3Z2XUOUCPUF79K4AENCU2.jpg,Hor Fun,kway chap
Hor Fun/PWO2QA8YRJ9L6222R493RX7J.jpg,Hor Fun,chicken rice
Hor Fun/XKYOK0G5Z76TB6A2OEACQFUM.jpg,Hor Fun,beef noodle soup
Indian Pancake/1R2XHPW484R44JO934N7CABN.jpg,Indian Pancake,Wholegrain Wrap
Indian Pancake/2YC7EJTC8USM08PAICBE86OY.jpg,Indian Pancake,Soft boiled eggs
Indian Pancake/752UX84ZHVZQF7F3N2MADH13.jpg,Indian Pancake,Indian Prata
Indian Pancake/CNHCB66MT5COK6VJV5EBOLF6.jpg,Indian Pancake,Peanut Pancake
Indian Pancake/E4D2RZL422VB3VM445R3OKMO.jpg,Indian Pancake,sambal stingray
Indian Pancake/M8R41JVUKTYS11WZDN6A5MH2.jpg,Indian Pancake,Nasi pattaya
Indian Pancake/MNEURFKXQTHNR7T04LNBVK01.jpg,Indian Pancake,mushroom soup
Indian Pancake/MWJ7WY1EN5SL4SBOBNZJSD2K.jpg,Indian Pancake,muesli
Indian Pancake/YVYTJMHBJMXOK8BG4VLDDG3P.jpg,Indian Pancake,salmon - grilled
Indian Prata/52I72LNEPGG4VB3EY6RJOD8E.jpg,Indian Prata,dumpling
Indian Prata/C2LKQZVW6QT66IW2YZ62N7QS.jpg,Indian Prata,murtabak
Indian Prata/E9KVO0Y73AVBAD89DJ6VMXR2.jpg,Indian Prata,murtabak
Indian Prata/EXNJ9V2CF4UFFMZR0A52IT8C.jpg,Indian Prata,murtabak
Indian Prata/PIQ4JDKKAG6BC51CPSS4YVRI.jpg,Indian Prata,pancake
Indian Prata/R5LSQ6D7RNCGHRTQSRQ96IW8.jpg,Indian Prata,Tauhu Goreng
Indian Prata/RC4J08W556R4WKSHPDKDM57Z.jpg,Indian Prata,pizza
Indian Prata/TILWY9OMHQ03WP3QZH0413IJ.jpg,Indian Prata,chicken pie
Indian Prata/Y19ZR6P7R6ILD9P9108YOMXP.jpg,Indian Prata,chicken masala
Instant Cereal Drink/21F6LFCXQJ970YWLN516KL7P.jpg,Instant Cereal Drink,yogurt
Instant Cereal Drink/2ST5QJ0OBIXHB1EA3BZ4DWC0.jpg,Instant Cereal Drink,breakfast cereal
Instant Cereal Drink/4HQBSSH2FZJNM2NYCBAG4DXC.jpg,Instant Cereal Drink,Alcoholic Beverage
Instant Cereal Drink/5AXAT50U69EXBYB2BJW6ZLIU.jpg,Instant Cereal Drink,muesli
Instant Cereal Drink/FFDXZ3LTGCRXPAM0J5FA1ZCN.jpg,Instant Cereal Drink,milk
Instant Cereal Drink/N1MXBVA5PCMZ2MCFKGM36IQ5.jpg,Instant Cereal Drink,Sweets
Instant Cereal Drink/NFTMJABKG3DQYHQWTF06AYNJ.jpg,Instant Cereal Drink,seaweed snack
Instant Cereal Drink/SWWL6TPKFCG9RP5AAGFQLSHA.jpg,Instant Cereal Drink,milk
Katsudon/71R5WT6EAZO9MXQKFQ0PMXD5.jpg,Katsudon,oyster omelette
Katsudon/8WGG3NXM7XJIONA275KVV8NY.jpg,Katsudon,chicken masala
Katsudon/9WJ62DI6GBO0RWHMJCEJ5D1G.jpg,Katsudon,lamb chops
Katsudon/BJ3RF4FDVZ81M8W3U1GCV3K2.jpg,Katsudon,gulai daun ubi
Katsudon/DU2I5CF0Z43SVHQUGOG3Q0HE.jpg,Katsudon,"Rice, chicken katsu with Japanese curry"
Katsudon/IA2AY7SLAVNHFV4O802JXV5X.jpg,Katsudon,Bibimbap
Katsudon/LMDJ1ITJ1YXXRWBHAX5XE9IG.jpg,Katsudon,fried fish
Katsudon/NDAZHTI7TDILY9XIL9GR9AYF.jpg,Katsudon,Bibimbap
Kopi Teh Milo/11GJKXT3OE2H2RWHUX2M76BZ.jpg,Kopi Teh Milo,singapore sling
Kopi Teh Milo/20ATJYL2LLUAH8HKAX84WA50.jpg,Kopi Teh Milo,Fruit juice
Kopi Teh Milo/5U16P9MDD0FINBD44SGDTW0G.jpg,Kopi Teh Milo,milk
Kopi Teh Milo/D7IOJIG8O6MIMU6TPTCBU5YI.jpg,Kopi Teh Milo,Fruit juice
Kopi Teh Milo/GNLPBG88UPWFCTAL2Q7QLBCH.jpg,Kopi Teh Milo,Fruit juice
Kopi Teh Milo/KCJNBJ7T574TK5NBZTGU6MZP.jpg,Kopi Teh Milo,mushroom soup
Kopi Teh Milo/U2SGQYTDFVLWQOCYBHSQ396B.jpg,Kopi Teh Milo,spring rolls
Kopi Teh Milo/YWKL9M2Y1BM1T5OA0UL3DPJA.jpg,Kopi Teh Milo,kaya toast
Kueh Salat/A19LJPWYA3TIL37TSCKQ55SF.jpg,Kueh Salat,Pung Kueh
Kueh Salat/A8YUQ8Z3I6WLQQ6MWA20CDA9.jpg,Kueh Salat,Tauhu Goreng
Kueh Salat/IKCIV25MBV58ZQ19ENUWQXJC.jpg,Kueh Salat,chawanmushi
Kueh Salat/KIJ2USL86LAMZQ7VI4XW0VHK.jpg,Kueh Salat,kueh lapis - rainbow
Kway Teow/1JF6SOKNINAH34CVNZ49UFRA.jpg,Kway Teow,Hor Fun
Kway Teow/2V8WCEUSPGYOJOV4JOSAK7LP.jpg,Kway Teow,pasta - fettuccine
Kway Teow/3M7CRITSEKP3OVTBNSW8I6WK.jpg,Kway Teow,Mee soto
Kway Teow/E8OVU7YREZIAFKA70C9UWO4O.jpg,Kway Teow,hokkien prawn mee
Kway Teow/ODUUWUL2FZ4WKOJY44JK2LM1.jpg,Kway Teow,Mee goreng
Kway Teow/SLCVJ3JD6OXHFGCJYN8ADEYN.jpg,Kway Teow,oyster omelette
Kway Teow/VYHPBBOBHRJQJLRPNY69FV28.jpg,Kway Teow,kway chap
Kway Teow/X0DX1T5V645O1RQVMT54R9NS.jpg,Kway Teow,Fried Noodles
Kway Teow/YJ75ZP47IRC8X44E788V0M4Q.jpg,Kway Teow,Seafood Noodles Soup
Kway Teow/ZC3OQKFU5X1B16MVWKATGVAB.jpg,Kway Teow,Hor Fun
Laksa/137DR7KZG5B33IUHBMFFQSWG.jpg,Laksa,tom yum noodle soup
Laksa/39WTB2PLJMAXPU90G0GRL9PZ.jpg,Laksa,beef noodle soup
Laksa/9BXG8QX43O05OLJMPQLTAFU1.jpg,Laksa,Prawn Noodle
Laksa/BE8FVEGNYQ4P90S4BRI70F10.jpg,Laksa,Mee siam
Laksa/FF8EVA3J2ISVPXYHIIS2ZGAW.jpg,Laksa,Ban Mian
Laksa/IFJYYNRRNXJUYFUJNASVF92T.jpg,Laksa,"Miso ramen, with fishcake"
Laksa/IQNUOWASFBQY8TGIHSFVQ7MI.jpg,Laksa,Mee siam
Laksa/JKVGZXRJXUGKINY70B1N0C7M.jpg,Laksa,tom yum noodle soup
Laksa/KHEMXKI1BXQID9GP3GPCA5Y3.jpg,Laksa,Udon
Laksa/M28CZR8ZNCYYCLXXC5RV4UIS.jpg,Laksa,Lor mee
Laksa/NBI3MZL6A9JRKKX0B2I0834S.jpg,Laksa,"Miso ramen, with fishcake"
Laksa/RJ65VU66ADG9LPP3RG573VF7.jpg,Laksa,Mee siam
Laksa/TBS37AOQ1HKM4PSLINU7S112.jpg,Laksa,kway chap
Laksa/WX19CGV3N41YVFOLC24WFUSW.jpg,Laksa,tom yum noodle soup
Lontong with sayur lodeh/0IP8PQJCG53DDR6D8ENEXNQD.jpg,Lontong with sayur lodeh,hotplate tofu
Lontong with sayur lodeh/4SLKF8FK49IGMW6XIEJNIO0M.jpg,Lontong with sayur lodeh,tacos and nachos
Lontong with sayur lodeh/5WLUEQKXATHOPGJHUKDJS3ZR.jpg,Lontong with sayur lodeh,lontong
Lontong with sayur lodeh/6CMTASQ64OY30WQ69MGYZH7P.jpg,Lontong with sayur lodeh,chicken soup
Lontong with sayur lodeh/7PAD974RZXGSRNYMWEQZSF1G.jpg,Lontong with sayur lodeh,assam pedas
Lontong with sayur lodeh/94T9T7N19NHDTV3TFUS79NOL.jpg,Lontong with sayur lodeh,bakso
Lontong with sayur lodeh/A6SZFKU3NGFBYEHWCOEGFFEU.jpg,Lontong with sayur lodeh,lontong
Lontong with sayur lodeh/A7E7T1DUC7IA15J5IJB3CZ4C.jpg,Lontong with sayur lodeh,lontong
Lontong with sayur lodeh/ALCTNUX3PBZOLF1PIRUA1KHW.jpg,Lontong with sayur lodeh,Macaroni
Lontong with sayur lodeh/B4XKSRCPCURCAYRPER7DBR28.jpg,Lontong with sayur lodeh,lontong
Lontong with sayur lodeh/DZS77SE7LXPLNR289TAR1F83.jpg,Lontong with sayur lodeh,Laksa
Lontong with sayur lodeh/F4W02MVF895Z0GMJH2L5IEPG.jpg,Lontong with sayur lodeh,lontong
Lontong with sayur lodeh/KV1217C93JJHJSM47D4KESCZ.jpg,Lontong with sayur lodeh,vegetable soup
Lontong with sayur lodeh/NHZW5PKDDMJ95DN395IFAGWC.jpg,Lontong with sayur lodeh,lontong
Lontong with sayur lodeh/P2B7IXLISIP98T5XSVD88AK5.jpg,Lontong with sayur lodeh,lontong
Lontong with sayur lodeh/Q3J7X7VS5BRUAJABMGLSHXOF.jpg,Lontong with sayur lodeh,lontong
Lontong with sayur lodeh/SMT6N68XXQAVHW6EE53U8QAQ.jpg,Lontong with sayur lodeh,lontong
Lontong with sayur lodeh/WW180HZZ58L7B4XUSC1GBR5J.jpg,Lontong with sayur lodeh,"Chap chye, Nonya"
Lontong with sayur lodeh/XFRWGWYRCHBYIV4FNYCKU922.jpg,Lontong with sayur lodeh,Laksa
Lor mee/5NW6MOIVRA3P422I0NNY7E1W.jpg,Lor mee,beef noodle soup
Lor mee/FVT65KKSD92CAKDQ46KXTWRC.jpg,Lor mee,Claypot Rice
Lor mee/L3HJDOIOGJFN7O3SENQA6F8F.jpg,Lor mee,Prawn Noodle
Macaroni/7NKWQHKMJRD7BUE7SIEA2I53.jpg,Macaroni,Nasi pattaya
Macaroni/9JA8TV6UNBVO6LNII63F12UH.jpg,Macaroni,chicken chop
Macaroni/H3JRHA9W1KIJ89E46PU7O2CM.jpg,Macaroni,fried rice
Macaroni/J8D6TD22SD725ZKESVIT1419.jpg,Macaroni,Porridge
Macaroni/JVBJBSAPRZEMGCHK8ADFG99D.jpg,Macaroni,mushroom soup
Macaroni/KUW1U3N8P9SNFUA34S0XUE8G.jpg,Macaroni,vegetable soup
Macaroni/L9V945KO71CGUO4G2YH2PLFM.jpg,Macaroni,pasta - fettuccine
Macaroni/LNFTY50DVTT3STS4DAHUFNCO.jpg,Macaroni,popcorn
Macaroni/M82BBPQ9L5TV3F88UPDI1QO6.jpg,Macaroni,chicken soup
Macaroni/QWN7AWRJ3F30NWZ6K7YJFSKI.jpg,Macaroni,lasagna
Macaroni/UZDJVGVJ5RSJK6K96S8U7G7Y.jpg,Macaroni,pasta - red sauce
Macaroni/WBX0U8VROSZWALTHW6EJZUE3.jpg,Macaroni,chicken soup
Macaroni/X5PUQTLRDQ5N8TT391YQJ23W.jpg,Macaroni,Soto ayam
Macaroni/XRK125DBE1MTCDIXJ1SLNRME.jpg,Macaroni,chicken soup
Macaroni/YC2INGUIZVLA66CNTS0ZLYZY.jpg,Macaroni,cooked brown rice
Macaroni/ZDBIQF2AFJU6QOJOX25LAQLA.jpg,Macaroni,lasagna
Macaroni/ZM6NISD05GGMNF53IYO66P4W.jpg,Macaroni,chicken soup
Mee bandung/2FMT7UEQE27NZ6TF4P8J8O5S.jpg,Mee bandung,tom yum noodle soup
Mee bandung/2YH079T5F94X5M9Q8UZS27PZ.jpg,Mee bandung,Mee rebus
Mee bandung/3CVZ08K70XJQVGHS74EZKZ9N.jpg,Mee bandung,Mee rebus
Mee bandung/3GY8T9RO6ZHQB6SA2CD4Y90Q.jpg,Mee bandung,Mee goreng
Mee bandung/AQQFJKCVOBYZMLLH1UD2FV7A.jpg,Mee bandung,Mee rebus
Mee bandung/AZ1GNN08S2FQXV9BV6D7IV89.jpg,Mee bandung,Mee rebus
Mee bandung/DMLKC92SU43LRPAB58QZX7JS.jpg,Mee bandung,Mee rebus
Mee bandung/E1UPEAOETF1FSLS1N5DQTLX1.jpg,Mee bandung,Mee siam
Mee bandung/EUUQ3FQGM8Y3DBW6ERFQYOIJ.jpg,Mee bandung,Mee rebus
Mee bandung/F4DUKX9M50PO6222E1345T95.jpg,Mee bandung,Laksa
Mee bandung/FG0ZMH2XDLGQ8HMZF04XEYIB.jpg,Mee bandung,Hor Fun
Mee bandung/FQJX460Z1WAPLIXHHMPCC7N5.jpg,Mee bandung,Mee rebus
Mee bandung/GAVM0RTYE74X4DXL7WKVPKA0.jpg,Mee bandung,satay bee hoon
Mee bandung/GD5XEL9UF8AF26FG958INHOL.jpg,Mee bandung,Hor Fun
Mee bandung/HQ7SSNYY9A9XLU6Y6KDS0B17.jpg,Mee bandung,Prawn Noodle
Mee bandung/I7BRMGBQ3ALMNHCA12WYVF36.jpg,Mee bandung,Mee rebus
Mee bandung/LFG9O8B904ZS3QI7FHW5NVP9.jpg,Mee bandung,Mee kuah
Mee bandung/PMCRVJP2C2JHROUMK3O5TUYY.jpg,Mee bandung,chilli crab
Mee bandung/PSQE1ODJHGW5G7LX85JHET8D.jpg,Mee bandung,Mee rebus
Mee bandung/S5HEUG9294AEK6P7P3EXBKJ4.jpg,Mee bandung,Mee rebus
Mee bandung/SL6NVPBZ6LH7IMDYPB4QKD27.jpg,Mee bandung,vegetable soup
Mee bandung/TZ8YLCYDQO8FBC93XR1LPVB2.jpg,Mee bandung,Mee kuah
Mee bandung/XYGK1JZUSXWWUGYTMCFTYZM9.jpg,Mee bandung,Mee rebus
Mee bandung/ZH47KOUC4C3NEVW77EJCNNY8.jpg,Mee bandung,Mee kuah
Mee bandung/ZUT8RCK3FV2GHLI2KDHX36EB.jpg,Mee bandung,Mee rebus
Mee goreng/0N7WLKYR76AEJ6UUYBSG0PY8.jpg,Mee goreng,"Wanton mee, dry"
Mee goreng/1S4IG4H2KKWT1ETMSY8KOBFF.jpg,Mee goreng,Kway Teow
Mee goreng/3RBA8RF81XJYYDNH0DNPHDJ7.jpg,Mee goreng,"Mee siam, fried"
Mee goreng/6WCISBDDMB4XRFFTL1TOO2LS.jpg,Mee goreng,Kway Teow
Mee goreng/7D51Q2NVIXCLLDDMX5LAY83I.jpg,Mee goreng,Kway Teow
Mee goreng/7OGE6Q5VFS332IR5F3PW02JS.jpg,Mee goreng,Fried Noodles
Mee goreng/9DXWTJ264WMNBH0N84PF3O4A.jpg,Mee goreng,"Wanton mee, dry"
Mee goreng/BU5XWAFSS4DUBKJ49RRFR0DF.jpg,Mee goreng,"Don, chicken teriyaki"
Mee goreng/CO5OLCG2QIDGDK54KSJXD21B.jpg,Mee goreng,"Bee hoon, goreng"
Mee goreng/ERN9L7VQ4TYGPJN8CDXH3B0Q.jpg,Mee goreng,"Bee hoon, goreng"
Mee goreng/EV2C37M4PJXVBLCL4PZKXB4R.jpg,Mee goreng,Udon
Mee goreng/FDPWRO4V7GBCVKZ8NPJV3EZY.jpg,Mee goreng,Prawn Noodle
Mee goreng/GMS0158K15U9VTTNAQYUTXE2.jpg,Mee goreng,Udon
Mee goreng/KGP0BNB1T66JK79X2T02TQEY.jpg,Mee goreng,Kway Teow
Mee goreng/KKNQWEA7R85I6RGXIEZWUXBQ.jpg,Mee goreng,Fried Noodles
Mee goreng/O6WS0HADDS3WDIPMFJPCK0WX.jpg,Mee goreng,"Bee hoon, goreng"
Mee goreng/QKBMPGW86TL9L650QID3B7OB.jpg,Mee goreng,Fried Noodles
Mee goreng/VRW79GS3ITUPY36O4QTMKJV9.jpg,Mee goreng,"Rice, korean bulgogi beef"
Mee kuah/0VVVZUVFFW1Y2OL8VZ41J7NA.jpg,Mee kuah,vegetable soup
Mee kuah/0W0VNH9D9BK9UFSGJ8E8PB2I.jpg,Mee kuah,chilli crab
Mee kuah/17OFNRLREN6G48Y2JPPES3FC.jpg,Mee kuah,lontong
Mee kuah/1VLTM90HLOLDN0JA4TE5T327.jpg,Mee kuah,Lor mee
Mee kuah/2HHR3Z20RTNOJDG0QHEU9HUE.jpg,Mee kuah,Mee bandung
Mee kuah/3U3JDM4GZAR1ZYW2GX2VF8FD.jpg,Mee kuah,assam pedas
Mee kuah/4JR9MBI3KIBRP17OOS1P4VLW.jpg,Mee kuah,Mee bandung
Mee kuah/5CN7T7SWZYX6HLZQ2ING1WPD.jpg,Mee kuah,Hor Fun
Mee kuah/7Z3DVAHSE98RERR406BCFQQA.jpg,Mee kuah,Mee rebus
Mee kuah/CXJRSGC0TFKJYZULEG92MMXU.jpg,Mee kuah,"Miso ramen, with fishcake"
Mee kuah/DXPTEHKPZCG7KL95PFZWXENW.jpg,Mee kuah,Mee rebus
Mee kuah/EJJ5WJDS4NLMLFXVL6EFZCAI.jpg,Mee kuah,Mee bandung
Mee kuah/GS7QYEDKGXNLCKB244HITPET.jpg,Mee kuah,Mee bandung
Mee kuah/IB80PIZAATEX0WHD0YV2EXHR.jpg,Mee kuah,Mee rebus
Mee kuah/LMJEADX681KUGP3ZJVE116VM.jpg,Mee kuah,Mee bandung
Mee kuah/M3DHX36VW8LHLZ19L5SPEQ9N.jpg,Mee kuah,Instant Cereal Drink
Mee kuah/M63L2DNZDBO6TX8E9IJOOT76.jpg,Mee kuah,Mee soto
Mee kuah/O4D34O3807YMP89882819GCO.jpg,Mee kuah,drunken prawn
Mee kuah/OLPN81LHG7EZMX8UCTVJGT93.jpg,Mee kuah,Mee rebus
Mee kuah/P90LWR6ZWN0I4H0PO4U5UV2S.jpg,Mee kuah,satay bee hoon
Mee kuah/R4K1LOLEGP3ZQ7E997CH2H5O.jpg,Mee kuah,Mee goreng
Mee kuah/STHQBD87Q9B7LKSYBMXPXF09.jpg,Mee kuah,Chinese fritters
Mee kuah/TSJOHEMB2ULI6PSGIOJD1ASC.jpg,Mee kuah,Mee siam
Mee kuah/W94BJ07HH6IHZ532UPSMXPFC.jpg,Mee kuah,Hor Fun
Mee kuah/YC6N344X312W2NI9NRGFECKE.jpg,Mee kuah,chilli crab
Mee kuah/YE1YZ7ZAGK8GKAEPXG4HJIRL.jpg,Mee kuah,Mee bandung
Mee rebus/1TKL0TN62IBCN7BTLM91PK1I.jpg,Mee rebus,Mee bandung
Mee rebus/3LT0BEBA0SW2R730OL8VXXGG.jpg,Mee rebus,Udon
Mee rebus/4ZCUQK6N69BXK7EU1LQ6S5SG.jpg,Mee rebus,Mee bandung
Mee rebus/85RWHPT4B4FEUTTAXPQ0RMYY.jpg,Mee rebus,Udon
Mee rebus/BCABCIWYT69VKNZJ5FK0GBS2.jpg,Mee rebus,Mee bandung
Mee rebus/BJJ7RTA2PYP4T3JY5SGPY4FQ.jpg,Mee rebus,mushroom soup
Mee rebus/BROPNBCE1NHEIRWK2V5TF6MO.jpg,Mee rebus,hokkien prawn mee
Mee rebus/DMBFSKUB8TLIWXR4WR82E1VO.jpg,Mee rebus,Lor mee
Mee rebus/IFZJAFHN9OL5LMHKTRQWSXXM.jpg,Mee rebus,Mee bandung
Mee rebus/IQM3X8Z033O377ZSUAPCLHG3.jpg,Mee rebus,mee pok
Mee rebus/J7276N6AP3IBV6BHUBBSYFD9.jpg,Mee rebus,chicken soup
Mee rebus/KTQM8528SF08SYEA8W0M4L8R.jpg,Mee rebus,Kway Teow
Mee rebus/M5QSLVNQAI2RWG072UYN0PYO.jpg,Mee rebus,"Chap chye, Nonya"
Mee rebus/RH509F4LF97O3JTT51J8NADZ.jpg,Mee rebus,Mee kuah
Mee rebus/T5IU7SF0HG8JAPAX5W5FGNS8.jpg,Mee rebus,Mee soto
Mee rebus/UBRI2EPWOR8XK2PTQ94757CG.jpg,Mee rebus,Mee kuah
